CHEM_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	CHEMICAL_NAME	PLOT_NAME	HMDB	KEGG	PUBCHEM	PLATFORM
m926	Lipid	Medium Chain Fatty Acid	1489	NAMED	caproate (6:0)	caproate (6:0)	HMDB0000535	C01585	8892	Neg
m93	Energy	TCA Cycle	1445	NAMED	alpha-ketoglutarate	alpha-ketoglutarate	HMDB0000208	C00026	51	Polar
m932	Lipid	Medium Chain Fatty Acid	1491	NAMED	caprylate (8:0)	caprylate (8:0)	HMDB0000482	C06423	379	Neg
m98	Amino Acid	Tryptophan Metabolism	272	NAMED	kynurenate	kynurenate	HMDB0000715	C01717	3845	Neg
m980	Lipid	Long Chain Saturated Fatty Acid	1509	NAMED	pentadecanoate (15:0)	pentadecanoate (15:0)	HMDB0000826	C16537	13849	Neg
m999907765	NA	NA	NA	UNNAMED	X - 07765	X - 07765	NA	NA	NA	Neg
m999910458	NA	NA	NA	UNNAMED	X - 10458	X - 10458	NA	NA	NA	Neg
m999911299	NA	NA	NA	UNNAMED	X - 11299	X - 11299	NA	NA	NA	Neg
m999911308	NA	NA	NA	UNNAMED	X - 11308	X - 11308	NA	NA	NA	Neg
m999911315	NA	NA	NA	UNNAMED	X - 11315	X - 11315	NA	NA	NA	Neg
m999911372	NA	NA	NA	UNNAMED	X - 11372	X - 11372	NA	NA	NA	Neg
m999911381	NA	NA	NA	UNNAMED	X - 11381	X - 11381	NA	NA	NA	Neg
m999911444	NA	NA	NA	UNNAMED	X - 11444	X - 11444	NA	NA	NA	Neg
m999911470	NA	NA	NA	UNNAMED	X - 11470	X - 11470	NA	NA	NA	Neg
m999911478	NA	NA	NA	UNNAMED	X - 11478	X - 11478	NA	NA	NA	Neg
m999911483	NA	NA	NA	UNNAMED	X - 11483	X - 11483	NA	NA	NA	Neg
m999911632	NA	NA	NA	UNNAMED	X - 11632	X - 11632	NA	NA	NA	Neg
m999911787	NA	NA	NA	UNNAMED	X - 11787	X - 11787	NA	NA	NA	Neg
m999911795	NA	NA	NA	UNNAMED	X - 11795	X - 11795	NA	NA	NA	Pos Early
m999911843	NA	NA	NA	UNNAMED	X - 11843	X - 11843	NA	NA	NA	Neg
m999911847	NA	NA	NA	UNNAMED	X - 11847	X - 11847	NA	NA	NA	Neg
m999911849	NA	NA	NA	UNNAMED	X - 11849	X - 11849	NA	NA	NA	Neg
m999911850	NA	NA	NA	UNNAMED	X - 11850	X - 11850	NA	NA	NA	Neg
m999911852	NA	NA	NA	UNNAMED	X - 11852	X - 11852	NA	NA	NA	Neg
m999911880	NA	NA	NA	UNNAMED	X - 11880	X - 11880	NA	NA	NA	Neg
m999912026	NA	NA	NA	UNNAMED	X - 12026	X - 12026	NA	NA	NA	Neg
m999912100	NA	NA	NA	UNNAMED	X - 12100	X - 12100	NA	NA	NA	Pos Early
m999912101	NA	NA	NA	UNNAMED	X - 12101	X - 12101	NA	NA	NA	Pos Early
m999912111	NA	NA	NA	UNNAMED	X - 12111	X - 12111	NA	NA	NA	Neg
m999912112	NA	NA	NA	UNNAMED	X - 12112	X - 12112	NA	NA	NA	Pos Early
m999912117	NA	NA	NA	UNNAMED	X - 12117	X - 12117	NA	NA	NA	Pos Early
m999912193	NA	NA	NA	UNNAMED	X - 12193	X - 12193	NA	NA	NA	Neg
m999912216	NA	NA	NA	UNNAMED	X - 12216	X - 12216	NA	NA	NA	Neg
m999912221	NA	NA	NA	UNNAMED	X - 12221	X - 12221	NA	NA	NA	Neg
m999912283	NA	NA	NA	UNNAMED	X - 12283	X - 12283	NA	NA	NA	Pos Early
m999912306	NA	NA	NA	UNNAMED	X - 12306	X - 12306	NA	NA	NA	Neg
m999912407	NA	NA	NA	UNNAMED	X - 12407	X - 12407	NA	NA	NA	Neg
m999912410	NA	NA	NA	UNNAMED	X - 12410	X - 12410	NA	NA	NA	Neg
m999912411	NA	NA	NA	UNNAMED	X - 12411	X - 12411	NA	NA	NA	Neg
m999912456	NA	NA	NA	UNNAMED	X - 12456	X - 12456	NA	NA	NA	Neg
m999912462	NA	NA	NA	UNNAMED	X - 12462	X - 12462	NA	NA	NA	Pos Early
m999912544	NA	NA	NA	UNNAMED	X - 12544	X - 12544	NA	NA	NA	Neg
m999912680	NA	NA	NA	UNNAMED	X - 12680	X - 12680	NA	NA	NA	Pos Early
m999912707	NA	NA	NA	UNNAMED	X - 12707	X - 12707	NA	NA	NA	Neg
m999912729	NA	NA	NA	UNNAMED	X - 12729	X - 12729	NA	NA	NA	Neg
m999912740	NA	NA	NA	UNNAMED	X - 12740	X - 12740	NA	NA	NA	Neg
m999912798	NA	NA	NA	UNNAMED	X - 12798	X - 12798	NA	NA	NA	Pos Early
m999912812	NA	NA	NA	UNNAMED	X - 12812	X - 12812	NA	NA	NA	Neg
m999912816	NA	NA	NA	UNNAMED	X - 12816	X - 12816	NA	NA	NA	Neg
m999912822	NA	NA	NA	UNNAMED	X - 12822	X - 12822	NA	NA	NA	Neg
m999912830	NA	NA	NA	UNNAMED	X - 12830	X - 12830	NA	NA	NA	Neg
m999912844	NA	NA	NA	UNNAMED	X - 12844	X - 12844	NA	NA	NA	Neg
m999912847	NA	NA	NA	UNNAMED	X - 12847	X - 12847	NA	NA	NA	Neg
m999912849	NA	NA	NA	UNNAMED	X - 12849	X - 12849	NA	NA	NA	Neg
m999912851	NA	NA	NA	UNNAMED	X - 12851	X - 12851	NA	NA	NA	Neg
m999912906	NA	NA	NA	UNNAMED	X - 12906	X - 12906	NA	NA	NA	Neg
m999913431	NA	NA	NA	UNNAMED	X - 13431	X - 13431	NA	NA	NA	Pos Late
m999913507	NA	NA	NA	UNNAMED	X - 13507	X - 13507	NA	NA	NA	Pos Early
m999913553	NA	NA	NA	UNNAMED	X - 13553	X - 13553	NA	NA	NA	Neg
m999913684	NA	NA	NA	UNNAMED	X - 13684	X - 13684	NA	NA	NA	Pos Early
m999913695	NA	NA	NA	UNNAMED	X - 13695	X - 13695	NA	NA	NA	Neg
m999913728	NA	NA	NA	UNNAMED	X - 13728	X - 13728	NA	NA	NA	Neg
m999913844	NA	NA	NA	UNNAMED	X - 13844	X - 13844	NA	NA	NA	Neg
m999913866	NA	NA	NA	UNNAMED	X - 13866	X - 13866	NA	NA	NA	Neg
m999914939	NA	NA	NA	UNNAMED	X - 14939	X - 14939	NA	NA	NA	Neg
m999915245	NA	NA	NA	UNNAMED	X - 15245	X - 15245	NA	NA	NA	Neg
m999915461	NA	NA	NA	UNNAMED	X - 15461	X - 15461	NA	NA	NA	Pos Early
m999915486	NA	NA	NA	UNNAMED	X - 15486	X - 15486	NA	NA	NA	Neg
m999915503	NA	NA	NA	UNNAMED	X - 15503	X - 15503	NA	NA	NA	Neg
m999915728	NA	NA	NA	UNNAMED	X - 15728	X - 15728	NA	NA	NA	Neg
m999916087	NA	NA	NA	UNNAMED	X - 16087	X - 16087	NA	NA	NA	Neg
m999916397	NA	NA	NA	UNNAMED	X - 16397	X - 16397	NA	NA	NA	Pos Early
m999916576	NA	NA	NA	UNNAMED	X - 16576	X - 16576	NA	NA	NA	Neg
m999916580	NA	NA	NA	UNNAMED	X - 16580	X - 16580	NA	NA	NA	Pos Early
m999916935	NA	NA	NA	UNNAMED	X - 16935	X - 16935	NA	NA	NA	Neg
m999916938	NA	NA	NA	UNNAMED	X - 16938	X - 16938	NA	NA	NA	Neg
m999916964	NA	NA	NA	UNNAMED	X - 16964	X - 16964	NA	NA	NA	Neg
m999917010	NA	NA	NA	UNNAMED	X - 17010	X - 17010	NA	NA	NA	Neg
m999917325	NA	NA	NA	UNNAMED	X - 17325	X - 17325	NA	NA	NA	Neg
m999917335	NA	NA	NA	UNNAMED	X - 17335	X - 17335	NA	NA	NA	Pos Late
m999917354	NA	NA	NA	UNNAMED	X - 17354	X - 17354	NA	NA	NA	Neg
m999917357	NA	NA	NA	UNNAMED	X - 17357	X - 17357	NA	NA	NA	Neg
m999917367	NA	NA	NA	UNNAMED	X - 17367	X - 17367	NA	NA	NA	Neg
m999917438	NA	NA	NA	UNNAMED	X - 17438	X - 17438	NA	NA	NA	Neg
m999917612	NA	NA	NA	UNNAMED	X - 17612	X - 17612	NA	NA	NA	Neg
m999917653	NA	NA	NA	UNNAMED	X - 17653	X - 17653	NA	NA	NA	Neg
m999917654	NA	NA	NA	UNNAMED	X - 17654	X - 17654	NA	NA	NA	Neg
m999917676	NA	NA	NA	UNNAMED	X - 17676	X - 17676	NA	NA	NA	Neg
m999917685	NA	NA	NA	UNNAMED	X - 17685	X - 17685	NA	NA	NA	Neg
m999917690	NA	NA	NA	UNNAMED	X - 17690	X - 17690	NA	NA	NA	Neg
m999918886	NA	NA	NA	UNNAMED	X - 18886	X - 18886	NA	NA	NA	Neg
m999918887	NA	NA	NA	UNNAMED	X - 18887	X - 18887	NA	NA	NA	Neg
m999918888	NA	NA	NA	UNNAMED	X - 18888	X - 18888	NA	NA	NA	Neg
m999918899	NA	NA	NA	UNNAMED	X - 18899	X - 18899	NA	NA	NA	Neg
m999918901	NA	NA	NA	UNNAMED	X - 18901	X - 18901	NA	NA	NA	Neg
m999918913	NA	NA	NA	UNNAMED	X - 18913	X - 18913	NA	NA	NA	Neg
m999918921	NA	NA	NA	UNNAMED	X - 18921	X - 18921	NA	NA	NA	Neg
m999918922	NA	NA	NA	UNNAMED	X - 18922	X - 18922	NA	NA	NA	Neg
m999919141	NA	NA	NA	UNNAMED	X - 19141	X - 19141	NA	NA	NA	Neg
m999919438	NA	NA	NA	UNNAMED	X - 19438	X - 19438	NA	NA	NA	Neg
m999921258	NA	NA	NA	UNNAMED	X - 21258	X - 21258	NA	NA	NA	Neg
m999921286	NA	NA	NA	UNNAMED	X - 21286	X - 21286	NA	NA	NA	Neg
m999921310	NA	NA	NA	UNNAMED	X - 21310	X - 21310	NA	NA	NA	Neg
m999921319	NA	NA	NA	UNNAMED	X - 21319	X - 21319	NA	NA	NA	Neg
m999921339	NA	NA	NA	UNNAMED	X - 21339	X - 21339	NA	NA	NA	Neg
m999921353	NA	NA	NA	UNNAMED	X - 21353	X - 21353	NA	NA	NA	Neg
m999921364	NA	NA	NA	UNNAMED	X - 21364	X - 21364	NA	NA	NA	Neg
m999921383	NA	NA	NA	UNNAMED	X - 21383	X - 21383	NA	NA	NA	Neg
m999921441	NA	NA	NA	UNNAMED	X - 21441	X - 21441	NA	NA	NA	Neg
m999921442	NA	NA	NA	UNNAMED	X - 21442	X - 21442	NA	NA	NA	Neg
m999921467	NA	NA	NA	UNNAMED	X - 21467	X - 21467	NA	NA	NA	Neg
m999921470	NA	NA	NA	UNNAMED	X - 21470	X - 21470	NA	NA	NA	Neg
m999921471	NA	NA	NA	UNNAMED	X - 21471	X - 21471	NA	NA	NA	Neg
m999921607	NA	NA	NA	UNNAMED	X - 21607	X - 21607	NA	NA	NA	Neg
m999921733	NA	NA	NA	UNNAMED	X - 21733	X - 21733	NA	NA	NA	Neg
m999921736	NA	NA	NA	UNNAMED	X - 21736	X - 21736	NA	NA	NA	Neg
m999921796	NA	NA	NA	UNNAMED	X - 21796	X - 21796	NA	NA	NA	Neg
m999921821	NA	NA	NA	UNNAMED	X - 21821	X - 21821	NA	NA	NA	Neg
m999921829	NA	NA	NA	UNNAMED	X - 21829	X - 21829	NA	NA	NA	Neg
m999921834	NA	NA	NA	UNNAMED	X - 21834	X - 21834	NA	NA	NA	Neg
m999921842	NA	NA	NA	UNNAMED	X - 21842	X - 21842	NA	NA	NA	Neg
m999922162	NA	NA	NA	UNNAMED	X - 22162	X - 22162	NA	NA	NA	Pos Early
m999922509	NA	NA	NA	UNNAMED	X - 22509	X - 22509	NA	NA	NA	Neg
m999922771	NA	NA	NA	UNNAMED	X - 22771	X - 22771	NA	NA	NA	Neg
m999922776	NA	NA	NA	UNNAMED	X - 22776	X - 22776	NA	NA	NA	Neg
m999922834	NA	NA	NA	UNNAMED	X - 22834	X - 22834	NA	NA	NA	Neg
m999923587	NA	NA	NA	UNNAMED	X - 23587	X - 23587	NA	NA	NA	Pos Early
m999923593	NA	NA	NA	UNNAMED	X - 23593	X - 23593	NA	NA	NA	Pos Early
m999923636	NA	NA	NA	UNNAMED	X - 23636	X - 23636	NA	NA	NA	Pos Early
m999923639	NA	NA	NA	UNNAMED	X - 23639	X - 23639	NA	NA	NA	Pos Early
m999923644	NA	NA	NA	UNNAMED	X - 23644	X - 23644	NA	NA	NA	Pos Early
m999923655	NA	NA	NA	UNNAMED	X - 23655	X - 23655	NA	NA	NA	Pos Early
m999923659	NA	NA	NA	UNNAMED	X - 23659	X - 23659	NA	NA	NA	Pos Early
m999923665	NA	NA	NA	UNNAMED	X - 23665	X - 23665	NA	NA	NA	Pos Early
m999923680	NA	NA	NA	UNNAMED	X - 23680	X - 23680	NA	NA	NA	Pos Late
m999923739	NA	NA	NA	UNNAMED	X - 23739	X - 23739	NA	NA	NA	Pos Early
m999923780	NA	NA	NA	UNNAMED	X - 23780	X - 23780	NA	NA	NA	Pos Early
m999923782	NA	NA	NA	UNNAMED	X - 23782	X - 23782	NA	NA	NA	Pos Late
m999923787	NA	NA	NA	UNNAMED	X - 23787	X - 23787	NA	NA	NA	Neg
m999923974	NA	NA	NA	UNNAMED	X - 23974	X - 23974	NA	NA	NA	Neg
m999924241	NA	NA	NA	UNNAMED	X - 24241	X - 24241	NA	NA	NA	Pos Early
m999924243	NA	NA	NA	UNNAMED	X - 24243	X - 24243	NA	NA	NA	Pos Early
m999924306	NA	NA	NA	UNNAMED	X - 24306	X - 24306	NA	NA	NA	Neg
m999924307	NA	NA	NA	UNNAMED	X - 24307	X - 24307	NA	NA	NA	Neg
m999924328	NA	NA	NA	UNNAMED	X - 24328	X - 24328	NA	NA	NA	Neg
m999924334	NA	NA	NA	UNNAMED	X - 24334	X - 24334	NA	NA	NA	Neg
m999924337	NA	NA	NA	UNNAMED	X - 24337	X - 24337	NA	NA	NA	Neg
m999924344	NA	NA	NA	UNNAMED	X - 24344	X - 24344	NA	NA	NA	Neg
m999924418	NA	NA	NA	UNNAMED	X - 24418	X - 24418	NA	NA	NA	Neg
m999924422	NA	NA	NA	UNNAMED	X - 24422	X - 24422	NA	NA	NA	Pos Early
m999924456	NA	NA	NA	UNNAMED	X - 24456	X - 24456	NA	NA	NA	Pos Early
m999924462	NA	NA	NA	UNNAMED	X - 24462	X - 24462	NA	NA	NA	Pos Early
m999924473	NA	NA	NA	UNNAMED	X - 24473	X - 24473	NA	NA	NA	Pos Early
m999924475	NA	NA	NA	UNNAMED	X - 24475	X - 24475	NA	NA	NA	Pos Early
m999924494	NA	NA	NA	UNNAMED	X - 24494	X - 24494	NA	NA	NA	Neg
m999924518	NA	NA	NA	UNNAMED	X - 24518	X - 24518	NA	NA	NA	Pos Early
m999924544	NA	NA	NA	UNNAMED	X - 24544	X - 24544	NA	NA	NA	Neg
m999924546	NA	NA	NA	UNNAMED	X - 24546	X - 24546	NA	NA	NA	Neg
m999924556	NA	NA	NA	UNNAMED	X - 24556	X - 24556	NA	NA	NA	Neg
m999924588	NA	NA	NA	UNNAMED	X - 24588	X - 24588	NA	NA	NA	Neg
m999924757	NA	NA	NA	UNNAMED	X - 24757	X - 24757	NA	NA	NA	Neg
m999924811	NA	NA	NA	UNNAMED	X - 24811	X - 24811	NA	NA	NA	Pos Early
m999924812	NA	NA	NA	UNNAMED	X - 24812	X - 24812	NA	NA	NA	Pos Early
m999924947	NA	NA	NA	UNNAMED	X - 24947	X - 24947	NA	NA	NA	Neg
m999924949	NA	NA	NA	UNNAMED	X - 24949	X - 24949	NA	NA	NA	Neg
m999924970	NA	NA	NA	UNNAMED	X - 24970	X - 24970	NA	NA	NA	Pos Early
m999925172	NA	NA	NA	UNNAMED	X - 25172	X - 25172	NA	NA	NA	Pos Early
m999925265	NA	NA	NA	UNNAMED	X - 25265	X - 25265	NA	NA	NA	Pos Early
m999925267	NA	NA	NA	UNNAMED	X - 25267	X - 25267	NA	NA	NA	Pos Early
m999925271	NA	NA	NA	UNNAMED	X - 25271	X - 25271	NA	NA	NA	Pos Early
m999925343	NA	NA	NA	UNNAMED	X - 25343	X - 25343	NA	NA	NA	Pos Early
m999925371	NA	NA	NA	UNNAMED	X - 25371	X - 25371	NA	NA	NA	Neg
m999925419	NA	NA	NA	UNNAMED	X - 25419	X - 25419	NA	NA	NA	Pos Early
m999925420	NA	NA	NA	UNNAMED	X - 25420	X - 25420	NA	NA	NA	Pos Early
m999925422	NA	NA	NA	UNNAMED	X - 25422	X - 25422	NA	NA	NA	Pos Early
m999925520	NA	NA	NA	UNNAMED	X - 25520	X - 25520	NA	NA	NA	Pos Early
m999925790	NA	NA	NA	UNNAMED	X - 25790	X - 25790	NA	NA	NA	Pos Early
m999925810	NA	NA	NA	UNNAMED	X - 25810	X - 25810	NA	NA	NA	Pos Early
m999925828	NA	NA	NA	UNNAMED	X - 25828	X - 25828	NA	NA	NA	Pos Early
m999925936	NA	NA	NA	UNNAMED	X - 25936	X - 25936	NA	NA	NA	Pos Early
m999925957	NA	NA	NA	UNNAMED	X - 25957	X - 25957	NA	NA	NA	Pos Early
m999926097	NA	NA	NA	UNNAMED	X - 26097	X - 26097	NA	NA	NA	Pos Early
m999926106	NA	NA	NA	UNNAMED	X - 26106	X - 26106	NA	NA	NA	Pos Late
m999926107	NA	NA	NA	UNNAMED	X - 26107	X - 26107	NA	NA	NA	Pos Late
m999926108	NA	NA	NA	UNNAMED	X - 26108	X - 26108	NA	NA	NA	Pos Late
m999926109	NA	NA	NA	UNNAMED	X - 26109	X - 26109	NA	NA	NA	Neg
m999926111	NA	NA	NA	UNNAMED	X - 26111	X - 26111	NA	NA	NA	Neg
m999926119	NA	NA	NA	UNNAMED	X - 26119	X - 26119	NA	NA	NA	Neg
